helpful,reviewerName,reviewerID,reviewTime,reviewText,overall,summary,asin,unixReviewTime
"[1, 1]",Jo Ann Baird,A178A1YMMNF9TH,"02 1, 2013","When I opened the package the owl's body was separate from the eyes. Luckily it's actually really cute that way, but the chain grabs my hair to the point it seems bonded to it. Had to give to a friend with short hair. At least it was only a dollar.",2,arrived broken,B005LERHD8,1359676800
"[0, 0]",JoCee,ABNBX0GJPT6UI,"12 2, 2013",very cute item.  I purchased this owl for my grown granddaughter who was pleased with it.  It was also priced reasonably.,5,Exactly what I wanted,B005LERHD8,1385942400
"[0, 0]",Joe &amp; Debs,A1XQYKUVMDUO61,"07 14, 2013","Simply adorable. Very true to colors with an antiqued brass finish. As other reviews state, there is no clasp, but the chain is long enough to fit over one's head easily (and I have a fairly big noggin'!!!). As for quality, it's about average. I received the necklace about 4 months ago and have worn it a few times. It has withstood my wearings and being in a jewelry box mixed with other long necklaces.I think this is a super buy and a great find! The shipping time was long, but that was to be expected. It actually arrived faster than I had anticipated! And it was fun to receive a package from overseas! :) I highly recommend.",5,Adorable.,B005LERHD8,1373760000
"[0, 0]",johanna sancho,A065995424G4KBBX1V8BO,"03 18, 2013","very nice necklace, I love owls and this has some very beautiful colors, I love it! probably continue to buy some more",5,love it!!!!,B005LERHD8,1363564800
"[0, 0]",Jolene,AXWV0234EG3BN,"10 21, 2013",Cute little necklace for the price... Great colors and really pretty good quality.  Cant go wrong with this necklace and the price.,3,Cant get much better than 0.83 cents!!!,B005LERHD8,1382313600
"[0, 0]",Jordan,A3GN1MLW5AYPU4,"09 21, 2013","Very cute little owl.  chain unattaches itseld at the loop at the owls head, but whatever- its cheap!  very cute, would buy again",4,love it,B005LERHD8,1379721600
"[0, 1]",Juanita_Bell,A1VXKRSRFGBCJ1,"11 30, 2013",This necklace is gorgeous.  I have gotten so many compliments on it.  I just ordered five more as gifts.  Very cute and under a $1 shipped.  I'm so excited.,5,I would but then out!,B005LERHD8,1385769600
"[0, 0]","juliehin ""{swak}""",A1JPU1KL84URID,"11 27, 2012","Bought as a gift for my niece but I'm thinking about keeping it, lol. It's very pretty and timeless. word",5,LOVE,B005LERHD8,1353974400
"[0, 0]","Julie Thornton ""Jules""",A9XPC6GC3M78V,"12 16, 2013",Very cheaply made as can be expected from the price I paid.  The chain broke before I even had a chance to wear it.  Oh well!  Lesson learned.,1,CHEAPLY MADE,B005LERHD8,1387152000
"[0, 0]",June0563,A3RQIVB0TE5R9J,"11 16, 2013",If only ... Well it is!!!  Purchased at .75 listed at 34 dollars & cents.  It is well closer to 34 dollars than ever .75.  An total fine.  Pop classic animal bird lover girl(change might be too long) an funk art work beautifully designed.  As in the picture you receive 2 1/2 inches ?  It isn't small!  An little rustic looking pretty enjoy.,5,Owl who?,B005LERHD8,1384560000
"[0, 0]",kaisa,A3HHOJDWZSFXDL,"02 11, 2014","Yes it was cheap, and it sure looked it. Its so big, don't even really know what to do with it. Don't buy, not worth it",1,horrible,B005LERHD8,1392076800
"[1, 1]",Kali,A2LX3F0DGMNK15,"01 5, 2014","I bought three of these necklaces and gave two away as gifts. The third owl had one little gemstone that was off center which is why I didn't give it away. Instead, I decided to keep it for myself as I didn't think it decreased the value of the necklace. From a distance, you couldn't even tell there was anything wrong. Overall, these are super cute necklaces and I would recommend them.",4,Cute!,B005LERHD8,1388880000
"[0, 0]",karen swinford,A5B7KCCZJOLJX,"04 5, 2014",I bought this as a Christmas gift. my granddaughter loved it very much. what a great  price. thank  you much,5,owl,B005LERHD8,1396656000
"[8, 11]",Kari Giacomelli,A1QGQMTEIZY06U,"01 7, 2013",This is so cute and such nice quality for the price. I just wish the chain was adjustable. But you can't beat it for the price. So cute,5,So Cute!!!,B005LERHD8,1357516800
"[0, 0]",Kari Taylor,A2TQLD4MGY07K8,"02 4, 2014",A very cute little necklace. Ordered for my daughter but thought about keeping it for myself. I would recommend this necklace.,5,Very cute!,B005LERHD8,1391472000
"[1, 1]","Karla S. Howard ""karmakorn62""",A8C7DDIRD8KWA,"10 15, 2013","Tres' cute!  lol  I have a soon to be 22 yr. old and she's getting this for her birthday. She's not into a lot of jewelry, but likes owls.  The colors are really pretty and this piece will go with quite a few shirts. It is on a longer chain too, which is nice because it kind of balances out the larger pendant part. It's about 2&#34; tall.  Nice size.",5,How cute is this?,B005LERHD8,1381795200
"[0, 0]",kate,AZ1QBHUN5OAG,"12 24, 2013",cheap but cute. it can break easily if not careful with it. i had to reattach this to the chain twice,5,good,B005LERHD8,1387843200
"[0, 0]",Katexoxo4,A2M1WTT6CQ2Z8N,"02 20, 2013",I loved the owel necklace! at first i thought it was going to be too long but for me it is the perfect link and it's not as huge as it looks in the picture but is still a nice size without looking obnoxious. The chain feels cheap which was expected but it has not left a green ring around the neck yet so that is good. I definatley got what i ordered :),4,Love it!!,B005LERHD8,1361318400
"[0, 0]",Kat,A3IVJYOC2EMVKV,"01 24, 2014",i love this i gave it to my mom for Christmas and she loves it so very much thank you,4,its cool,B005LERHD8,1390521600
"[0, 0]",Katie Horkey,A34YXGNJA4SUUQ,"04 25, 2014","It's a bit annoying, the chain is centered on the pendent, so the necklace wants to flip backwards or turn sideways, it's weird. But, I like it.",4,It's okay,B005LERHD8,1398384000
"[0, 0]",Katie McCann,A15BK5TVPMGOA3,"05 2, 2014","You truly get what you pay for. Honestly, its not worth the dollar it costs, especially when you get your hopes up for a great deal. When I opened the package the chain for the necklace literally broke off into four pieces.",1,Don't buy,B005LERHD8,1398988800
"[0, 0]",Kavita,AFGTONJH2JYKU,"07 15, 2013","its cheap but it was expected for the price, i dont really wear it but I keep it around. Looks better on the image.",3,cheap but expected,B005LERHD8,1373846400
"[0, 0]","Kayce Nadwodny ""Aqua""",A346N0V91WWND8,"12 31, 2013",Nice size and very pretty. This was a gift for my sister and she really likes it. The only thing is that the colors are a little bit different in person than in the picture because it's a picture.,5,Pretty,B005LERHD8,1388448000
"[0, 0]",Kayla,A29D2NAKZHUQLQ,"04 25, 2014",I purchase this for a friend.  She says the quality is great and so far the gems have not fallen out.,4,Gift for another,B005LERHD8,1398384000
"[0, 0]",KayteaDoubleyew,A18FA22ZM9RYGZ,"01 30, 2014",Especially for the price.  It is a cute little gift to put in a basket as an extra.  I like it!,5,Cute,B005LERHD8,1391040000
"[0, 0]",KERRY M PAWLING,A2BQY6J9FCCJ0O,"11 18, 2013","This is a great pendant especially for the value.  I had to wait a few weeks for it, but since it was for Christmas, it was well worth the wait.",4,"Great Necklace, great value",B005LERHD8,1384732800
"[0, 0]",K Friendzy,AUT0J13VCBUBN,"01 11, 2014",This owl is very pretty and colorful!Great product. Great price.I would recommend this to anyone who loves owls and jewelry.,5,Very Pretty,B005LERHD8,1389398400
"[0, 1]",K. Garrett,AZUH5XSJ2NLXR,"12 15, 2013","You get what you pay for... This necklace looks cheap, feels cheap, and thankfully was cheap. I had planned to use it as a gift but had to buy something else after waiting weeks for it to arrive.",1,Cheap,B005LERHD8,1387065600
"[0, 0]",K,AENH50GW3OKDA,"11 22, 2013","If you like owls you will like this Necklace, I bought one and was so surprised how nice it was I ended up ordering 3 more for friends .This is a great sweater necklace ,its long not to heavy the chain works just fine so easy just put it over your head .the details are nice especially the black eyes ,this owl necklace really stands out and makes a nice statement already people have asked me where I got this and I was happy to tell them !",5,Vintage Owl Pendant Long Bronze chain Necklace Clothes (Cute!),B005LERHD8,1385078400
"[2, 3]",Kimberly A. Elliott,A132M4CCT4TFJA,"09 19, 2013","Bought this on a whim and the stones are very colorful! Long chain, will be a nice compliment to sweaters in the winter.",5,More vibrant in person!,B005LERHD8,1379548800
"[0, 0]",Kimberly Gabbamonte,A2N6ITYSMAZLJO,"12 30, 2013",Bought as a stocking stuffer for my daughter.  It came really early.  It's beautiful and so colorful.  She was so surprised when she opened it.  She loves it.  I almost kept it for myself.  It was larger than I thought it would be.,5,Owl necklace,B005LERHD8,1388361600
"[1, 1]",KindleOwnerInOregon,A39ZW5XJ99VLOR,"12 6, 2013",Cute little piece!  Dollar store quality but I paid less.  Arrived safely with all the stone attached.  Fun piece to wear with my winter clothes.,5,fun novelty owl piece,B005LERHD8,1386288000
"[0, 0]",knitt96,A2E21IKOE7T964,"01 14, 2014",Great service and everything! I get compliments when I wear my owl necklace. It is true to color. It is easy to fix if you break it or the owl falls off the chain. Nothing pliers can fix with your own hands! :)The thing that is really annoying is that the owl keeps on wanting to flip over!The only thing is that shipping is three to four weeks! :o,5,LOVE!,B005LERHD8,1389657600
"[0, 0]",Krogo,ANKE909QKLM3A,"02 18, 2014","Cute. I get  a lot of compliments when I wear it. Not sure how long the jewels will last, but it is fun to wear",4,Cute,B005LERHD8,1392681600
"[0, 0]","K. Rosado ""Your Call For Help""",A44V99PXB7RCZ,"01 16, 2014","I got this here for a buck or two, and I let my daughter play dress up with it. Its a fun piece.The only side thing I would mention is that there are some folks out there that are buying them here for a buck or two, then selling them on the Sale Pages locally for 4x as much. Kudos to them for making mad profit.",4,Pretty cute,B005LERHD8,1389830400
"[0, 0]",K. Smith,A287547UH1VBJ7,"12 29, 2012",It took a long time to come from China. I expected that. I had bought other items from thismseller i like better. It loks like the picture. Maybe i just dont like owls? Good quality and would recommend this seller.,3,Okay,B005LERHD8,1356739200
"[0, 0]","KtB ""Clock Lady""",A1L3VEJ7ZAERKC,"01 24, 2013",my customers love it everytime i wear this little owl...its so cute and simple and the jewels are bright and pop against my black uniform!,5,cute,B005LERHD8,1358985600
"[0, 0]",Kylee,A3KZOQT3GX8KGV,"02 1, 2014","This necklace is really cute. I only paid 79 cents for it back at the beginning of December. It looks exactly like the picture, and surprisingly is actually really nice quality. Although there's no clasp, the chain is more than long enough to just slip it over your head. It's very lightweight, and has a nice &#34;antiqued&#34; look to it. Definitely a great purchase!!!",5,What a deal!,B005LERHD8,1391212800
"[0, 0]",Kyt-10,AHICTKNZUEMSD,"02 4, 2014","this little guy is adorable in person, and for the price i paid (around a dollar) was better than expected. i actually ordered two, and both seem well made with no defects.",4,Cute!,B005LERHD8,1391472000
"[0, 0]",Ladybugturtle,A3GH7JFDZIE9Y3,"03 12, 2014",got this for my little one to play dress up with. it is cheaply made and looks cheap but i was very happy with my usage of the item.,5,decent costume jewelry,B005LERHD8,1394582400
"[1, 3]",LadyMichelleSendsLove,A2O0BED5QP4IFV,"11 26, 2013","I'll use it as a stocking stuffer for a little girl, not nice enough to wear as an adult. Get what you pay for.",3,OK for kids,B005LERHD8,1385424000
"[0, 0]",Laura,A1CJXYT4TBLERF,"03 24, 2013","This necklace is adorable, I only received it yesterday and I've already gotten two compliments on it!  It also was delivered WEEKS before I thought I'd get it!  The colors are true to the picture, and it was actually better quality then I thought I'd be getting for the price.",5,Love this necklace!!,B005LERHD8,1364083200
"[0, 0]",lauren,A1QNUZIZ4QL0V5,"12 18, 2013",This looks just like the picture other that the stones.  The three smaller stones are not as vivid as the picture. This is not a big deal because they are still a nice color.  The owl itself is exactly the same.  Its just about 2&#34; tall and 1.5&#34; wide. Its adorable.  These would be great to keep on hand for a quick and cute gift:),5,Great For the Price,B005LERHD8,1387324800
"[0, 0]",Lemonia justina Ashton,A3E77MUDV3ZGB,"03 30, 2013",It was a nice little necklace for the priceVery cheapThe vintage look is now the new thing going on so I was proud to wear this.,4,Nice,B005LERHD8,1364601600
"[1, 1]",Lexii Newman,A11VQPE740I4VD,"06 5, 2014","Super cute necklace, great ticket price. Looks exactly like the picture. Fairly long chain just as it should have been.",4,Cute!,B005LERHD8,1401926400
"[0, 1]",limiabal,AT22MB184SFTQ,"11 25, 2013","This is a beautiful owl, the stones are really nice and shiny. I love this item and I recommend it completely. Thank you so much",4,"Really Nice, I love it.",B005LERHD8,1385337600
"[0, 0]",Linda Medwid,A1RH2JFGWWNXN5,"04 1, 2014",I love owls & figured how could I go wrong with this stylish necklace for the price. Well I found out. Wore it once & the chain broke. Very disappointed.,2,You get what you pay for,B005LERHD8,1396310400
"[0, 0]","Lindsay Roberts ""Lindsay""",A2OMCA6N50QGUY,"05 22, 2014",Cute necklace for wearing with a plain sweater. the chain is nice and long and it is not cheaply made. very cute,4,long chain,B005LERHD8,1400716800
"[0, 0]",linrick,A3E5KPDJ9OMGL3,"10 10, 2012","The owl is 1.75 inches tall and about 1.5 inches wide.  love the colors my stones.  they are light purple, light pink, and light green.  had to take one star away because the chain is not adjustable and can't be taken off because of no clasp.  however, it is big enough to put over your head.  glad i got this for $1 shipped.",4,Nicer in person,B005LERHD8,1349827200
"[1, 1]",Lisa Knisely,A3444KR41N5A1P,"03 22, 2013",Loved these.  It was so beautiful  I sent a few as gifts and you can't beat the price. I would buy again if offered.,5,Super cute,B005LERHD8,1363910400
"[0, 0]",little lady,A2KMHO4RO7PPO8,"03 18, 2013","really cute necklace! it had a weird plastic smell when i first opened the package but it went away as time went on. i took off one star for that but overall, i'm happy with my purchase",4,cute necklace,B005LERHD8,1363564800
"[2, 3]",Lola,AAQS9OXYU19ST,"09 20, 2013",It's just as pictured! got this for my middle school aged daughter she loves owls and everything with owls on it. SO bought this for her came quicker than the est. delivery time and she lovesss it.,5,Holding up so far.,B005LERHD8,1379635200
"[0, 0]","Loose Leaf ""book nut""",AJYAL268A59ON,"12 15, 2013",Pretty eh. The antiquing is very dark and it''s very cheap looking. I guess it was worth the $0.80 though.,1,Junky,B005LERHD8,1387065600
"[0, 0]",Lori Edwards,A3IT21VQ9E5JC6,"01 11, 2014",Another one of my great finds. I try to keep little things like this on hand for an unexpected gift and I feel I have a great one here. Looks just as good as what I've seen in little boutiques around town. Great choice!,5,Love it,B005LERHD8,1389398400
"[0, 1]",Lourdes Pion,A2VSYKTPNM520D,"03 1, 2013",Necklace is very cheap. You have to be very careful taking it off because mine ended up breaking although i put it back together. Looks very cheap. Would not recommend buying it.,1,Not Satisfied.,B005LERHD8,1362096000
"[0, 0]",Lucila Maria Roggio,A3PSH91YKGP4IV,"04 1, 2013","I love this necklace, I rated it four stars only because the owl is fixed to the same place in the chain and it doesn't slide so you have to fix it every now and then so that it doesn't turn.",4,good item,B005LERHD8,1364774400
"[0, 0]",Lucyjcms,A27JCLMIGZ8CDF,"02 2, 2013","goes with so many outfits, good quality...love it! Owls are so cute! Accessories make the outfit. The price is cheap and its well made!",5,Gets tons of compliments!,B005LERHD8,1359763200
"[1, 1]",Luz,A34IS8UWEQLWOL,"08 13, 2013","this was agreat item, very light and cute it fit perfect and matches everything , i like this a lot",5,Crystal owl,B005LERHD8,1376352000
"[0, 0]",Lynda Vice,A2P5GAQDJS9C5O,"01 18, 2014",The price was incredible I got so much more than I expected. The owl is darling. The shipping was super slow but the price was unbelievably low and the owl was good quality. Love it.,5,Darling!,B005LERHD8,1390003200
"[0, 0]","Lynette Gartner ""BHCISHELL""",A1C8H1E7U2WWFF,"01 7, 2014","My sister is into owls, as soon as I saw this necklace and the awesome price I knew I had to buy it for her. After she received it, she called me and said she bought the same one for herself. Looks great, great price, great syle, only down fall is it takes a while for the shipping.",5,Great Buy!,B005LERHD8,1389052800
"[0, 0]",Maddy,A3CNNP2XRBSYSV,"08 10, 2013","This item is very useful and adorable; I revived this necklace when ordering a different product from a different person(s) so you might receive a different product if you order this, I am not certain you will but you could",5,Cute,B005LERHD8,1376092800
"[0, 0]",Maghan,A2DFR4K08CFXVM,"01 9, 2014","Very cute. Can't beat the price. Took about 3 weeks to receive it in the mail. Up close, it does looks kinda cheap. But overall, I found it a value.",5,A steal.,B005LERHD8,1389225600
"[0, 0]",Mandy Flannery,A2TZZVEC9B3AKM,"12 30, 2013",The necklace is light and thin. It is really cute and the colors are eye catching. The owl is about 3 inches tall.,4,Cute!,B005LERHD8,1388361600
"[0, 0]",Maria,A1FSFYP29DRI4L,"01 31, 2014","It is a nice necklace, but not really well done...the stones look like are falling out...but after all I like the way that it looks like!! And then for the price, what should you expect? I'm pretty satisfy with it.",3,Not too bad after all,B005LERHD8,1391126400
"[0, 0]",Marianna,A3BH4PY9D92M1T,"04 6, 2014","It's the year of the owl.  The owl theme is everywhere.  If you have someone who borrows your jewelry, be sure to order 2 of these, cause 1 will not be enough.  I'm trying to match up earrings.  Why don't they sell these things as sets?",5,Order 2,B005LERHD8,1396742400
"[0, 0]",maria shelton,AX0JCXP95QPKB,"04 29, 2014",I was disapointed in this pendant It did not say it would tarnish.I did not think it was real jewelry but there are other options that do not tarnish on a 20 min wear..Thank you Maria,3,tarnished,B005LERHD8,1398729600
"[1, 2]",Maria Williams,A3MWKRG8IGCILW,"09 16, 2013",Nice trendy piece ..worth the money...but has big crystals that look like they might fall out easily..have not worn yet,3,Big owl,B005LERHD8,1379289600
"[0, 0]",Marion Ladd,AG2UVZ9NJQZ7W,"10 26, 2013",This owl necklace isn't what I expected.  The chain is really long so the owl hits at about my waist.  The owl itself is bigger than I expected too.,2,Bigger than I expected,B005LERHD8,1382745600
"[0, 0]",Mark Gikey,AZNUD20EBXPH1,"01 5, 2014",BOUGHT THIS FOR MY WIFE FOR CHRISTMAS AND SHE LOVED IT.. SHE IS INTO OWLS AND I COULD NOT BELEIVE THE PRICE. THANKS,5,OWL PENDANT,B005LERHD8,1388880000
"[0, 0]",Marney,AWFA4158DDDWC,"01 22, 2013",One side of the owls head was lose from the body. There was a gap in the link attaching it. The link also doesnt seem too sturdy.,3,Weak link,B005LERHD8,1358812800
"[0, 1]",marta f. lukowski,A335PGKOXLAKMW,"05 1, 2014","As to the owl:-  I judge that this is VERY likely designed out of more than one type of iron(?) steel(?) Orrrr,,,,whatever's laying around at the shop(?) -- I have noticed in Amazon that time and again the color of this company's (steel?) jewelry is constantly different depending on what day of the week you are accessing.  One day it appears &#34;almost&#34; gold-like and then I look at the one I received and mine is nearly BLACK. Not to add that I had already wiped and wiped it with Glass Wax to bring it to shine that never came up. Therefore, the one I have is nearly black. The one on this site....is almost like copper lightening. For the price? No doubt the seller has known that under his low prices it's never worth returning the item.  Caveat Emptor.",3,I should of left my grandchildren at home. They drove me nuts until I bought these.,B005LERHD8,1398902400
"[0, 0]",maryam theresa,A2QVI7NBBXGKGP,"02 1, 2014","Very cute necklace, especially for the price.  Shipping took a while, but for the price, it's not a big deal.  Another pretty piece to add to a growing collection.",5,Great value and pretty.,B005LERHD8,1391212800
"[0, 0]",Mary,A1HCO5ZNXRGAGA,"01 28, 2014",I LOVE THIS. I wear it a lot and I get compliments on it all the time it's way too cute! love it,5,SOO CUTE,B005LERHD8,1390867200
"[0, 0]",mary,A15PNIMFUHBW83,"03 18, 2014",So glad i bought this. I love it. I bet the person I give it to will like it as much as me.,5,Love Owls,B005LERHD8,1395100800
"[0, 0]",MATT,A3FJQDMK3S5RT,"06 17, 2014","Great cheap addon item for your little girl or gift for your kid's friend, the neighbor girl, your niece,  etc...why not get a little, tiny something for that special little girl in your periphery for no good reason...just because a little unexpected thing is worth a so much more than...let her know you were thinking of her...",5,let her know you were thinking of her...,B005LERHD8,1402963200
"[0, 0]",Matt,A3JZC24TNOOJSV,"01 17, 2014","The owl is perfect, but the chain makes it look cheap. I just throw the chains out when they look cheap and put them on a different chain from a necklace from forever 21. Great price.",5,Super cute!,B005LERHD8,1389916800
"[0, 0]",Mbible,A1FRVG2241XO6N,"12 31, 2012",Exactly what I paid for... I have another one of these in silver and it broke already and I haven't worn it yet. Easy to fix but this one has held up so far...,4,Super cute,B005LERHD8,1356912000
"[0, 0]","M. Casey ""misstkc""",A78FK0HQ6JSUV,"04 14, 2013","This was very inexpensive, so I can hardly give it a poor review because it is what it is. The metal is a bit cheap looking. It took a while to get to me (shipped from China, I believe), but not too long. It is okay, I do not &#34;love&#34; it.",3,You get what you pay for,B005LERHD8,1365897600
"[0, 0]",MC,AK2FPYNJJ20LP,"03 9, 2013","I don't know why I have this fascination with owl necklaces, but I do. And this one is super cute and matches a ton of stuff in my wardrobe. However it is really light weight, just wish it was a wee bit better quality. But hey, it was super cheap!",4,"Decent quality, but super cute",B005LERHD8,1362787200
"[0, 0]","M. Darden ""Reign of Saturn""",A3U139EU4OP03A,"09 2, 2013","Vintage, Retro Colorful Crystal Owl Pendant/Chain with Antiqued is as pictured and it is of good quality metal. The chain is long enough to fit both adults and children. This necklace was a gift and it's really pretty.",5,Hoot the Owl,B005LERHD8,1378080000
"[0, 0]",Megan,A3LRF2D4O0OYDO,"01 6, 2014",This is very cute for the price its crazy not to try. Its a little cheaply made but its still very cute and I get a lot of compliments!,5,AGH CUTE!,B005LERHD8,1388966400
"[1, 1]",Melinda Atwell,A3822GTKXA67LP,"02 15, 2014","This is super cute, but incredibly flimsy. The body of the owl broke off of the eyes the first time I wore it after it got caught in my jacket. Be careful if you buy this!",2,"Cute, but fragile!",B005LERHD8,1392422400
"[0, 0]",Melinda Collis,A1NRO9TD2B6AP2,"01 23, 2014",This is cute but very large. If you want a stand out necklace than this is for you. Thin metal. Price can't be beat!,3,Big owl!,B005LERHD8,1390435200
"[0, 0]",MelindaDiann,A2I2K6T8RHW1Z2,"06 27, 2013","I like it. I think it's really pretty, and it came early, it's just not very good quality, which I expected anyway.",4,Eh.,B005LERHD8,1372291200
"[0, 0]",Melissa,A2ESLFDVZJVQT4,"09 5, 2013",Its a big oil necklace and its so pretty I got it for my sister because the owl theme is in style its really nice with her skin tone and i just love how big it is!!!,5,Great product!,B005LERHD8,1378339200
"[0, 0]","Melly ""Viper""",AJLVHR17O4U8V,"12 16, 2012",I like the length of this necklace.  It's just a cute piece and you can't beat the price.  It arrived in about 2 weeks.,4,Cute,B005LERHD8,1355616000
"[0, 0]",Melodie S Corley,AWHTG124ZGE66,"12 23, 2013",I bought this not only because the price was sooooo good but it is a very different looking piece of jewelry. Very vintage looking. Great piece.,5,Different,B005LERHD8,1387756800
"[1, 1]",Melody James,A36VE080NBVOUP,"11 22, 2013",Super fun and funky!  People are in love with the owl trends and many people complimented me on this necklace.  It's a lot of fun!,5,Fun and funky!,B005LERHD8,1385078400
"[0, 0]",Meow,A1B1B68XXFLUGC,"12 1, 2012",I have alot of owl chains so it was only right to add another to my collection that I didn't have yet,5,Good,B005LERHD8,1354320000
"[0, 0]",Michaela Haas,A1T5IEKS6SKLO8,"10 23, 2013","I bought this for my best friend because she's obsessed with owls. It follows the same style as most vintage fashion jewelry. Long chain, large enough to fit over head. The pendant is about the size of a tea bag. The stones are bright and shiny. Shipped fast and neat.",5,Very cute.,B005LERHD8,1382486400
"[0, 0]",Michelle L. Munn,A3LKZ2CX7TQJP0,"01 16, 2013",once again this was  a great item to add to my accessory collection. I love it and it matches many things in my closet.,5,Great item for the price,B005LERHD8,1358294400
"[0, 0]","Michelle Luman ""MickeyB""",A2KLRA43CCLIF7,"02 6, 2014","I absolutely adore this necklace! Not only is it a super adorable owl, but the colors are bright and Spring-like. It looks EXACTLY as it is pictured. I will order from these guys again.",5,"Love, love, love!!!",B005LERHD8,1391644800
"[0, 0]",Millisa Miller,A1R3PQLVKXKHLD,"01 13, 2014","longer than expected but i didn't read the measurements. super cute and definitely has the vintage feel. pictured like the real thing, hopefully it will hold up, owl frame seems a bit thinner than I was imagining but for the price, it's great!",4,gift for friend,B005LERHD8,1389571200
"[0, 0]",mimo,AS34283W45T25,"01 23, 2014",Average size and a bit to kitschy for me.  Otherwise the design is pretty cool and I love the blank space within the owl pendant.,3,Looks cheaply made,B005LERHD8,1390435200
"[0, 0]",Miranda Stevenson,A3SGBS1DJHT00L,"02 12, 2014","I got the necklace in the mail today. It's a very cute pendant, a little smaller then I thought it would be but, over all I really like this necklace.",4,Cute owl pendant,B005LERHD8,1392163200
"[2, 4]",mm springfield,A2F4FJ3BIZ68GJ,"09 30, 2013",I was very disappointed. It looks super cheap and cheesy. I gave it to my child to play with because I would never wear it.,1,junk,B005LERHD8,1380499200
"[0, 0]",mn30,AHUYX2FP6SYQR,"01 22, 2014",always I have to say only that all your products colors styles its right perfect awesome terrific spectacular tremendous gorgeous marvelous amazing fantastic splendid superb super pleasing satisfied magical and you all is angels saints  and your jobs its excellent. you asking me questions I really can not answer because I did not get it yet.  THANKS TO YOU ALL,5,"vintage,s retro colors crystal owl pendant and chain with antiqued",B005LERHD8,1390348800
"[0, 0]",MN Girl,ANVO1550KQHJ9,"12 12, 2012",For the cost I am thrilled with this necklace! I was scared there might be petrified glue showing or the eyes would be offset... but to my semi-amazement it looks pretty nicely made. The metal clasp is a bit thin which is why I gave it a 4 out of 5. But you don't need to open it because the chain is so long so I'm not too worried about it. I am very pleased with this purchase. I will buy from them again.,4,Beautiful Bargain,B005LERHD8,1355270400
"[0, 0]",Mom of 2,AWA6BBJ4K8PI9,"07 3, 2013","These are so cute I bought 4 of them, for my daughter, my mom, my sister, and me! It does go over your head and not clasp but it seems to have a long enough chain that there are no problems. Can't beat the price either!",5,very cute!,B005LERHD8,1372809600
"[0, 0]",Mom of 2 in Cali,AHFEZ1KSH93IR,"04 5, 2013","You could have easily spent $50 at Macy's or Nordstrom for this necklace. It's really nice, pretty well made and I get a ton of compliments.",5,Way nicer than I expected,B005LERHD8,1365120000
"[0, 0]",Mom of three beauties,A3T7UKBUV1W9Y4,"11 16, 2013","Cute, but I bought two and one came with a broken/unusable chain (didn't even have a clasp or anything, just a chain). I don't think this was a hit with either teen I bought it for. I'd say a young child, but with the not-so-quality construction I'd be afraid of loose parts.",3,Meh,B005LERHD8,1384560000
"[0, 0]",MONTYHADES,A10UHQH1YL5Q6B,"12 6, 2012","I got it for my sister and she loved it,of course the chain is not great but those I have a lot, I just care for the Owl.. for the price is totally worth and more...",5,very nice and pretty..,B005LERHD8,1354752000
"[0, 0]",Morgan B. Russell,A2RMMIVUO1EH22,"01 22, 2014","I expected this necklace to be cheap because of the reviews and the fact that I paid less than $1.00 for it. It is cute, but not as cute as the picture. It is bigger than I expected it to be. If it lasts a few months without falling apart, I will be happy.",3,Cheap,B005LERHD8,1390348800
"[0, 1]",mostly pleased,AB15M1ZP6GQAW,"10 2, 2013","I went to a store once and I saw few long chain necklaces and fell in love with some of them but because I didn't want to spend a lot of money I tried to look online. I was very surprised when I found so many necklaces for such cheap prices and I went ahead ordered many of them and like many others this was a very good product. Cute, colorful and strong.",5,Cute and cheap,B005LERHD8,1380672000
"[0, 0]",Ms. Charles,A2BB6AX0AZ7FRL,"08 24, 2013",I got this for my best friend to add into my gift bag present. It's super cute! It's simple so you can accessorize/accentuate [with] it easily.,5,Present,B005LERHD8,1377302400
"[2, 3]",Ms. Diana Gurzadyan,A6Q9J59WP9LQK,"02 21, 2013",This necklace smells badly and when you touch it the smell remains on your hands. I even doubt whether this smell does not contain any bad chemicals.,1,smells badly,B005LERHD8,1361404800
"[0, 0]","Ms. Hill ""CH""",A2LKE0SEQBP6PD,"06 13, 2013",I bought this as a gift for a female relative and was well received by the recipient as that person really loves owls.,5,Cute,B005LERHD8,1371081600
"[0, 0]","M. Thompson ""Dyson Diva""",A1Z7Y2GMAP9SRY,"01 11, 2014",This is really cute especially for the price.  It has held up which was surprising to me.  I love owls so I have enjoyed this.,5,So cute,B005LERHD8,1389398400
"[0, 0]",Mykaela,A30JTOC8FB9VVD,"01 27, 2014","I got this in the mail earlier than expected and it's exactly like the one that's pictured. You can't adjust the length of the chain, but it's big enough to fit over anyone's head. It does indeed look antique and that was the best part about it. I recommend this to anyone wanting to buy this necklace.",5,Exactly Like It's Pictured,B005LERHD8,1390780800
"[0, 0]",myopinions,A1OH54Q0N3I3OY,"01 20, 2014",Came quickly and it looks just like it does on the picture. Everyone that I gave it to loved it.,4,love it,B005LERHD8,1390176000
"[1, 1]",Namaste,A39T51LZYXGC06,"02 28, 2014",I bought two of these as a gift for two people at Rice University and they love the owl. It looks really pretty in person as well. thanks,5,Bought as gift,B005LERHD8,1393545600
