asin,count,star
B006QF0W6K,41,4.560975609756097
B006QIMG98,8,4.875
B006QIMGRA,5,4.6
B006QKOOO6,17,4.764705882352941
B006QKRLAK,11,4.454545454545454
B006QKY720,10,4.3
B006QLGLP0,6,4.666666666666667
B006QLIL94,7,4.571428571428571
B006QLUMBE,9,4.444444444444445
B006QM4HOG,7,5
B006QMAQXC,5,4.6
B006QMNXFK,6,4
B006QMOUUC,6,4.166666666666667
B006QN2V5C,12,4.166666666666667
B006QN6068,9,4.333333333333333
B006QN6450,17,4.235294117647059
B006QNQ0JA,5,3.2
B006QO3MEA,5,4.6
B006QO3SIU,9,4.666666666666667
B006QO3T7U,16,4.1875
B006QO3U6A,10,4.4
B006QOGK9Y,18,4.222222222222222
B006QOI4L6,5,3.8
B006QOI6GY,19,4.894736842105263
B006QOILYQ,5,5
B006QOJ4MY,7,4.142857142857143
B006QOJ8PM,27,4.185185185185185
B006QOK6TY,5,4
B006QOKEIC,18,4.222222222222222
B006QP18F4,7,4.857142857142857
B006QQOY5E,48,4.208333333333333
B006QQYESG,6,4.333333333333333
B006QSNUCA,14,4.571428571428571
B006QT1FFS,13,3.769230769230769
B006QT6JNG,12,4.5
B006QU67JQ,8,3.625
B006QXPZT6,5,4.2
B006QYCG8I,8,4.25
B006QYCIDQ,5,4.8
B006QYPL5I,6,3.8333333333333335
B006QYRHAK,9,4.333333333333333
B006QYVQ0C,5,3.8
B006QYXZH4,5,4.2
B006QZ3BS6,5,4.8
B006QZ3C30,16,4.4375
B006QZ3LKY,5,4.4
B006R0CDN4,36,4.444444444444445
B006R0MNFW,5,4.6
B006R0N6RG,6,3.5
B006R0P9IU,10,4.2
B006R0PZ5C,26,4.076923076923077
B006R0QGWS,6,4.333333333333333
B006R1967Y,5,4.8
B006R1XFH6,6,3.6666666666666665
B006R2QJ0U,12,4.5
B006R2QJ14,8,4.375
B006R3112K,17,4
B006R34D1Q,5,5
B006R3AD92,13,3.8461538461538463
B006R3CJ8U,5,4.2
B006R4I8KC,18,4.222222222222222
B006R4IBJK,7,4.857142857142857
B006R4IBPY,68,4.588235294117647
B006R4ICMQ,7,3.857142857142857
B006R4ICQM,11,3.727272727272727
B006R4ICSA,6,4.166666666666667
B006R62QSK,9,3.5555555555555554
B006R6VVF4,6,4.666666666666667
B006R7IIZO,9,4.444444444444445
B006R7MKT4,5,4.6
B006R86RV0,7,3
B006R8LT1I,15,3.7333333333333334
B006R8NBL4,7,3.857142857142857
B006RA1K2E,7,4.571428571428571
B006RA1LFA,5,4.2
B006RAHL54,7,3.5714285714285716
B006RAI036,7,4.428571428571429
B006RAIN2O,6,3.6666666666666665
B006RAJC7E,6,4.333333333333333
B006RB6F82,10,4.7
B006RBH2PW,9,4.222222222222222
B006RBIVF2,11,3.909090909090909
B006RBJ3UO,7,4
B006RBL9YM,75,4.493333333333333
B006RBV96A,7,4
B006RBWKPO,7,4.571428571428571
B006RBWZG8,7,3.857142857142857
B006RBXF1M,10,3.5
B006RBYUU2,8,4.5
B006RBYXGS,6,4
B006RBZ5S8,27,4.037037037037037
B006RC8DA4,15,4.2
B006RC92L8,7,4.571428571428571
B006RD9A1Y,12,3.5
B006RHNPEI,15,4.533333333333333
B006RJ3MXA,14,4.357142857142857
B006RK0H4G,6,4.166666666666667
B006RKAIZY,5,3.8
B006RM66QC,7,3.7142857142857144
B006SCNN2Q,6,4.333333333333333
B006SCRJR6,6,4.333333333333333
B006SCSOOS,102,4.3431372549019605
B006SCU12G,12,4
B006SDDETC,8,4.75
B006SDDEV0,5,4.6
B006SDE9K0,9,3.6666666666666665
B006SF1XMA,20,3.5
B006SFRJ7S,12,4.75
B006SFRJBO,14,4.5
B006SFRKKE,5,4.2
B006SFRKP4,31,4.548387096774194
B006SGPB7W,5,4.6
B006SHIWE0,5,4.2
B006SNPCG0,13,4.769230769230769
B006SRSYFM,6,4.5
B006SRSYTS,10,4.1
B006SRSZ10,13,4.6923076923076925
B006SRSZBA,13,4.846153846153846
B006SRSZCE,6,4.5
B006SRSZOW,10,4.5
B006SRSZR4,10,4.6
B006SRT01Y,42,4.5476190476190474
B006SRT02I,55,4.5636363636363635
B006SRT0E6,6,4.666666666666667
B006SRXNHQ,7,4.857142857142857
B006SRXT66,9,4.555555555555555
B006SRYPR8,5,4.6
B006STXN10,40,4.4
B006SU4EGW,35,4.628571428571429
B006SZ610O,9,3.888888888888889
B006T14I9S,13,3.769230769230769
B006T2ESEC,20,3.95
B006T52W0G,34,3.8823529411764706
B006T6RGOW,19,4.052631578947368
B006T93FZS,10,3.7
B006T9U53S,34,4.029411764705882
B006TAE9R0,13,3.769230769230769
B006TAI78W,6,4
B006TC5SU0,5,4.6
B006TC6DY0,11,4.7272727272727275
B006TC6GLA,6,4.833333333333333
B006TCJCC0,8,4.625
B006TCJKRM,6,4.166666666666667
B006THQ8R2,15,4.2
B006TIEY40,12,3.9166666666666665
B006TIF1EM,9,4.222222222222222
B006TJXG1Q,5,5
B006TLUDME,5,4.8
B006TQLQX4,10,4.1
B006TQLR42,8,3.375
B006TQLRL0,14,4.357142857142857
B006TQUERS,5,4
B006TSDR7K,9,4.444444444444445
B006TTBD52,6,4.333333333333333
B006TUXG5Q,13,4.615384615384615
B006TWI0UA,8,3.875
B006TWI384,7,3.5714285714285716
B006TWIEP6,7,4
B006TYYHUK,5,4.4
B006U06FWG,8,4.125
B006U1EM66,14,3.9285714285714284
B006U1GXPE,11,4.7272727272727275
B006U2PJNA,11,4.909090909090909
B006U3XDIC,6,4.166666666666667
B006U47ZH6,5,4.6
B006U4A8YS,5,4.2
B006U4TE7K,6,4.666666666666667
B006U55EUA,16,4.8125
B006U8NTJA,5,5
B006U8OSDG,8,3.5
B006UCFYQW,7,3.857142857142857
B006UCOI8W,10,4.8
B006UCPPXE,13,3.3846153846153846
B006UCQYMA,10,4.2
B006UDIEZE,14,4
B006UF64CW,7,4
B006UH6DF8,13,4.538461538461538
B006UH8SG0,13,4.769230769230769
B006UKC03E,6,4.333333333333333
B006ULPYMW,5,5
B006UOGZ9K,16,3.3125
B006UOH8CI,10,4.1
B006URR9HY,6,4.833333333333333
B006UTFI70,10,3.9
B006UV7FE2,14,4.142857142857143
B006UV7HXQ,7,3.5714285714285716
B006UX6P50,5,4
B006UY80QG,53,4.037735849056604
B006UZO4V0,6,3.5
B006V2YB7O,20,4.65
B006V60LEM,7,4.714285714285714
B006V75NUI,8,3.25
B006V75NW6,17,3.7058823529411766
B006V9FJQY,5,2.8
B006VA2AT2,24,4.75
B006VA2ATW,20,4.4
B006VB4LRU,27,4.444444444444445
B006VFZZ4O,10,3.9
B006VG2JEM,20,4.2
B006VG3JM8,16,3.875
B006VGUE3A,8,4.875
B006VGYV48,7,3.142857142857143
B006VHBCJY,6,4.166666666666667
B006VHBKDC,8,3.25
B006VHBT56,9,4.111111111111111
B006VLMEEC,5,5
B006VM41J2,5,3.6
B006VMAWQ8,21,4.619047619047619
B006VMNT5E,39,4.641025641025641
B006VMQA6O,10,4.5
B006VMYHU0,23,4.391304347826087
B006VN35GQ,7,4.714285714285714
B006VN91I2,13,3.769230769230769
B006VNEOZM,9,4.888888888888889
B006VOFO28,7,2.857142857142857
B006VOK3NS,5,4.8
B006VOV4SG,5,3.6
B006VR3SB4,9,4.222222222222222
B006VR8E72,16,4
B006VR97WI,27,4.555555555555555
B006VVYJ4U,5,3.2
B006VWU7YU,14,4.142857142857143
B006VX33ZY,15,4.666666666666667
B006W10NRQ,7,4.857142857142857
B006W1TYE4,68,4.044117647058823
B006W1Z0VU,7,4.285714285714286
B006W1ZA0Q,7,4.571428571428571
B006W2106S,23,4.913043478260869
B006W21C4I,5,4.2
B006W22DNM,5,4
B006W2ATK6,28,4.178571428571429
B006W31P9Y,5,3.8
B006W4NGZO,16,4.0625
B006W55MFU,9,3.888888888888889
B006W5O22E,8,4.375
B006W5VW3Q,5,4.2
B006W6PZVK,7,3
B006W6TN5E,5,3.6
B006W6TOZS,11,4
B006W6TP1G,5,4.6
B006W6TPZW,12,4.083333333333333
B006W6TS0E,9,3.4444444444444446
B006W6XZE4,8,4.625
B006W6Z6LO,7,3.5714285714285716
B006W71WJI,5,3.8
B006W8QR56,6,4
B006W8WLTW,6,5
B006W8WMP0,5,5
B006WANIVK,5,4.6
B006WBBBVS,5,2.4
B006WC3LU6,6,4.666666666666667
B006WCB2QG,5,5
B006WCNDGS,5,4.4
B006WFFTTO,16,4.25
B006WHHVPW,5,4.2
B006WHRBJI,22,4.5
B006WI4NFW,43,4.325581395348837
B006WITMVW,21,4.619047619047619
B006WITTXS,6,4.166666666666667
B006WJ0YPY,9,3.888888888888889
B006WJC8K8,7,3.2857142857142856
B006WJGCP0,6,4.5
B006WM9C2C,6,4.166666666666667
B006WMABLI,6,4.333333333333333
B006WMBFZ4,5,4.6
B006WMEIKI,8,3.75
B006WOD41K,8,3.25
B006WOD4A6,14,4.285714285714286
B006WOD4DS,15,4
B006WRDLLU,6,3.8333333333333335
B006WRDZRK,10,4.5
B006WUM8BG,11,4.454545454545454
B006WVRVBM,6,4.666666666666667
B006WW4WUO,6,4.166666666666667
B006WW51ZY,5,4
B006WW58DE,6,3.6666666666666665
B006WWY8YE,5,3.8
B006WX6JO0,7,3.4285714285714284
B006WXQQDO,5,3.4
B006WXSY3E,6,4.333333333333333
B006WXW16U,16,4.6875
B006X0YJEY,5,3.2
B006X12KW6,6,3.5
B006X1CE86,6,3.1666666666666665
B006X1CEVI,14,4.571428571428571
B006X1CEYK,7,4.142857142857143
B006X1CF7G,7,4.428571428571429
B006X1CFM6,7,4.142857142857143
B006X1CG8Y,5,4.6
B006X1CGZ2,16,3.9375
B006X299CY,5,3.6
B006X29BFE,10,4.1
B006X40Y6W,6,2.6666666666666665
B006X47D8Y,5,4.2
B006X4ERCO,5,4.4
B006X4MERY,5,5
B006X64SEO,20,3.55
B006X7BL5M,9,4.666666666666667
B006XE9CSS,13,4.076923076923077
B006XLCIIW,8,4.875
B006XNF9W2,5,4.8
B006XP7BLM,5,5
B006XPFVA0,5,4.6
B006Y4QDMU,8,4.875
B006Y4QDVQ,14,4.285714285714286
B006Y4QDZC,5,4.2
B006Y5KPPK,5,3.4
B006Y7JMLG,6,4.833333333333333
B006Y9BVRM,7,4.857142857142857
B006YB6W74,5,5
B006YCW0LU,6,4.333333333333333
B006YDG2R2,6,3.8333333333333335
B006YEU6NW,17,4.411764705882353
B006YF78PK,13,4
B006YFUY24,5,4.8
B006YFW5OO,6,4.166666666666667
B006YFWL0M,5,3
B006YG7N8Q,7,4.142857142857143
B006YJ3K12,6,4.333333333333333
B006YL7N4K,46,3.391304347826087
B006YM4ES2,7,3.5714285714285716
B006YO1DL6,5,4.4
B006YVUFD6,9,4.777777777777778
B006YZHVL6,6,4.333333333333333
B006Z5TU46,37,4.351351351351352
B006Z5TU64,17,3.8823529411764706
B006Z6OI42,9,4.444444444444445
B006Z8EV4W,26,4.1923076923076925
B006Z8FJO8,5,4.6
B006Z8FZ06,25,4.4
B006Z8GHHG,6,4
B006Z8HFG8,21,4.380952380952381
B006Z8HHGQ,10,4.3
B006Z8HNXS,6,4.333333333333333
B006Z8HOG4,22,4.363636363636363
B006Z8JBTM,5,4
B006Z8JCLE,15,4.4
B006Z9AY9M,16,4.4375
B006Z9B16W,6,4.5
B006Z9QCCU,8,3.875
B006ZB0TAO,8,4.625
B006ZB38Y8,5,4.8
B006ZB3EBK,9,4.444444444444445
B006ZBRYMK,7,4.285714285714286
B006ZC5PR0,6,4.666666666666667
B006ZGU4MW,6,4
B006ZGV9LM,15,4.133333333333334
B006ZH7P5A,5,3.4
B006ZIFUHE,9,4
B006ZIGRXA,9,4.555555555555555
B006ZIGS34,7,3.857142857142857
B006ZITF7U,5,4.6
B006ZJ2ZUI,5,4.8
B006ZJ6Q08,7,4.571428571428571
B006ZJ6Q1W,12,4
B006ZJ6QW6,8,4.625
B006ZKVJJA,13,4.3076923076923075
B006ZLFWTW,7,4.285714285714286
B006ZM89RI,7,4.428571428571429
B006ZMLOPW,25,4
B006ZOKHGC,5,4.2
B006ZP54H8,7,4.142857142857143
B006ZPSBQO,20,4.4
B006ZQKY5Y,5,3.4
B006ZQQ606,6,3.8333333333333335
B006ZQZT3Q,5,2.8
B006ZR3WK2,10,4.2
B006ZR4FEE,8,3.875
B006ZTFZNM,6,4
B006ZTQUY0,41,4.365853658536586
B006ZTTV1O,7,4.142857142857143
B006ZU1JYU,10,4.1
B006ZU1K0S,7,3.5714285714285716
B006ZU1K1M,14,4.142857142857143
B006ZU1KJO,8,3.75
B006ZU6GZ2,7,4.142857142857143
B006ZU6GZM,14,3.857142857142857
B006ZU6H1K,16,3.25
B006ZU6LHK,9,4
B006ZU6PVM,15,3.933333333333333
B006ZUA9DC,15,4.066666666666666
B006ZUHX22,20,3.85
B006ZUO5PK,21,4.095238095238095
B006ZURL06,6,4.166666666666667
B006ZUT92E,5,3.2
B006ZUT95G,16,4.1875
B006ZUT9TC,7,4.142857142857143
B006ZVCXPI,23,3.9565217391304346
B006ZVRIQM,7,4.714285714285714
B006ZVYIZ6,5,4.6
B006ZVYYFU,6,4.166666666666667
B006ZZNEU2,10,3.6
B006ZZU888,9,3.7777777777777777
B007005D46,5,4.8
B00700ETIM,19,4.7894736842105265
B007018POU,5,3.8
B007021NLQ,10,4.4
B00702442Q,9,4.888888888888889
B007028WPQ,18,4.722222222222222
B007029138,6,3.6666666666666665
B00702JYY4,6,4.666666666666667
B00703LLW6,10,4.2
B00704GXC8,6,4.666666666666667
B007055J1I,5,4
B007055TBI,5,3.8
B0070CEXDG,23,3.782608695652174
B0070CQIWK,7,4.428571428571429
B0070HJZ52,6,4.333333333333333
B0070NTTCU,11,3.909090909090909
B0070NURK8,7,4.571428571428571
B0070QLQ2S,7,4.714285714285714
B0070QMULY,7,4.428571428571429
B0070QMUN2,7,4.428571428571429
B0070SY62S,9,3.888888888888889
B0070SY63M,8,4.125
B0070SY65K,17,4.117647058823529
B0070T7SAE,15,3.8
B0070T7SD6,14,4.5
B0070TWX7C,8,4.75
B0070TWX86,6,3.8333333333333335
B0070TWXKY,6,4.333333333333333
B0070TX9AM,7,4.285714285714286
B0070UJDPG,8,4.625
B0070XFENI,11,4.7272727272727275
B0070XFF7I,12,4.5
B0070XFFP0,14,4.642857142857143
B0070ZBI72,19,4.526315789473684
B0070ZBW82,5,4.2
B0070ZC2RC,7,4.714285714285714
B0070ZYB5I,5,4.6
B0070ZYGJO,6,3.8333333333333335
B00710LM5Y,9,3.7777777777777777
B00710M16S,10,3.7
B00710M9BA,6,4.833333333333333
B00710O7TM,5,4.4
B00714DSO8,5,4
B00714R6G4,10,4.1
B00714RQGY,6,4.333333333333333
B0071645IO,10,4.7
B007177F4E,5,4.6
B0071787Z0,7,3.5714285714285716
B00717E632,6,4.5
B00719FZQW,6,4
B00719XUV4,5,4.4
B00719Z59Y,45,4.4222222222222225
B0071A1GS2,15,4
B0071BE9MQ,8,3.375
B0071BRGB2,5,4.4
B0071BVNQ6,9,4.333333333333333
B0071BVOG0,9,3.5555555555555554
B0071BW9KK,5,3
B0071DPCBG,9,4.555555555555555
B0071EZZE4,13,4.538461538461538
B0071GWNEC,5,4.2
B0071IL62K,5,4
B0071IL64I,25,3.6
B0071IMRO6,8,3.75
B0071J8T3S,6,5
B0071JD5PK,10,4.2
B0071M9J9I,9,4
B0071NHF5W,23,4.086956521739131
B0071NMHLO,13,4.538461538461538
B0071NQ1ZW,6,4.833333333333333
B0071P6KNI,6,4.333333333333333
B0071P6LZA,6,4.833333333333333
B0071P6MFO,8,4.125
B0071QITP4,21,3.5238095238095237
B0071QJLZ6,11,3.909090909090909
B0071QJYVM,14,3.357142857142857
B0071QVWGM,6,4.833333333333333
B0071QVYME,44,4.409090909090909
B0071R3426,13,3.6153846153846154
B0071TAFJO,5,2.8
B0071TBALQ,5,4.6
B0071YCF88,8,4.875
B007206ETC,5,4.2
B00720TQHE,8,4.875
B00722B82S,7,4.142857142857143
B00722CA16,34,3.8529411764705883
B007233OGU,8,4.5
B00723752E,10,4.7
B00724Z4EE,9,4.333333333333333
B00724ZDN6,16,4.375
B007253LUC,21,4.190476190476191
B007257SE2,6,5
B007262436,6,4.666666666666667
B007263A02,6,4.166666666666667
B00729WB2W,24,3.875
B0072A06KK,6,4
B0072ALZQ4,7,4.285714285714286
B0072CDZLK,10,3.5
B0072D8YBK,13,4.615384615384615
B0072DESOM,5,4.8
B0072DEXEW,5,3.8
B0072DHKME,13,4.3076923076923075
B0072E5DMM,23,4.260869565217392
B0072E6M0O,5,4.8
B0072F8J72,29,4
B0072F8KNU,6,4.666666666666667
B0072GC6L6,42,4.119047619047619
B0072GCPA8,5,4.8
B0072IP67K,8,4.25
B0072J71KO,10,3.9
B0072J71L8,19,3.8947368421052633
B0072J71LI,10,3.7
B0072J72AI,9,4.333333333333333
B0072KF3M6,17,4.117647058823529
B0072KFD3U,5,3.2
B0072KXV8O,7,4
B0072LBQLM,17,3.823529411764706
B0072LBZXG,6,4.5
B0072LCPP8,5,3.8
B0072LD7S2,35,3.914285714285714
B0072MAMU2,5,4.4
B0072N6CKU,5,4.8
B0072QC9OK,5,4
B0072QSQH4,10,4
B0072QTITO,8,4
B0072QUAOG,5,4
B0072QV4V4,18,4.277777777777778
B0072QWKIA,6,4.333333333333333
B0072QYHYK,5,4.6
B0072T3QTE,72,4.402777777777778
B0072VC83C,6,4
B00730UJIS,8,4.125
B00730VMCU,5,4.4
B0073114DG,16,4.5625
B0073139WK,10,4.4
B007315A36,13,4.384615384615385
B0073AFAMI,10,4.6
B0073ARU5I,52,4.576923076923077
B0073BUKHW,10,4.4
B0073C0XFA,6,4.166666666666667
B0073CB6AQ,5,4
B0073CYB9O,27,2.8518518518518516
B0073D4YAO,9,4.222222222222222
B0073D4Z5I,5,4.8
B0073D5SZO,6,4.5
B0073D8QEO,6,4.833333333333333
B0073DF1C4,6,5
B0073DJNXM,5,2.2
B0073DKGGK,7,2.7142857142857144
B0073E50NS,6,3.8333333333333335
B0073E5164,5,3
B0073E5UR4,15,4.066666666666666
B0073E5V8C,5,5
B0073E69MY,9,4.666666666666667
B0073F25E4,10,4.5
B0073FO7YU,6,4
B0073GPLC6,7,4.285714285714286
B0073GT1NQ,14,4.357142857142857
B0073H8EJW,7,3.5714285714285716
B0073IMSUW,25,4.72
B0073IPIUE,65,4.538461538461538
B0073IRHYY,16,4.25
B0073J5722,12,4.833333333333333
B0073JM8EW,5,5
B0073MLZ70,42,4.571428571428571
B0073N3L76,12,4.5
B0073N9LHK,8,4.375
B0073PU23K,5,5
B0073QBSLE,14,3.5714285714285716
B0073QWENK,6,4.5
B0073RACO2,9,4.555555555555555
B0073RKS46,6,4.833333333333333
B0073RLB6U,12,3.6666666666666665
B0073UM4EU,9,3.888888888888889
B0073X3A4A,5,2.8
B0073X9PNU,5,4.2
B0073XIITC,19,4.368421052631579
B0073YAKQA,5,3.8
B0073YIQFC,55,3.6545454545454548
B0073YP10A,5,4.4
B0073Z37VO,5,4.2
B0073ZEM54,5,4.6
B0073ZHL66,5,4.2
B0073ZNK9S,5,4.8
B00740HN7W,16,4.5
B00740T5PK,14,3.2857142857142856
B00741IGZY,5,5
B00741IHSU,12,3.9166666666666665
B00741IJ88,17,4.117647058823529
B00741KTN6,14,4.5
B00741KTQ8,9,4.111111111111111
B00741N6C2,5,4.8
B007422VVS,6,4
B007426GIC,11,4.363636363636363
B00742LU6K,8,3.125
B00742SBNA,5,4.2
B00742VDJO,5,4.2
B00742VRRC,9,4.777777777777778
B00742VYXE,7,3.857142857142857
B00742XDOM,5,5
B007433EJU,6,4.333333333333333
B007433WOC,5,4.2
B00746514S,24,3.75
B00746DPSM,5,3.6
B00746YIII,6,3.3333333333333335
B007471BBY,5,4
B00749WXE6,9,4.333333333333333
B0074ARNO0,24,4.208333333333333
B0074ARUHU,11,4.636363636363637
B0074ASIGM,6,4
B0074AT9CY,6,4.666666666666667
B0074BDTNI,7,2.7142857142857144
B0074BFJMC,5,3.8
B0074BL2ZA,15,4.266666666666667
B0074BLIEA,6,4
B0074BNKLO,9,3.5555555555555554
B0074BODZ6,5,4.2
B0074BOIAQ,14,4.285714285714286
B0074BOIMO,7,3.857142857142857
B0074BPZ9Y,7,4
B0074BQT9O,10,4.3
B0074BUY0E,6,4.333333333333333
B0074BVAUW,5,4.4
B0074BVCWS,14,3.9285714285714284
B0074BVDWC,30,4.7
B0074BVKM0,5,3.2
B0074BVO08,7,4.714285714285714
B0074CBPJW,5,3.6
B0074CC50K,8,4.875
B0074CCBFY,7,4.142857142857143
B0074DAHWC,46,3.391304347826087
B0074DFG32,5,4.6
B0074DM6V2,5,4.4
B0074EOK9W,5,3.6
B0074ESGYC,8,4.625
B0074F70BQ,10,4.4
B0074HNQQ2,5,4
B0074HPN0Y,5,4
B0074N726G,5,4.2
B0074N8XX2,10,4
B0074NKSVM,7,4.571428571428571
B0074NYRG4,11,3.909090909090909
B0074O0WPI,9,4.333333333333333
B0074O2YKY,7,4.428571428571429
B0074O4D2G,6,4.5
B0074PAPOK,12,4.583333333333333
B0074SCH20,11,4.545454545454546
B0074T7TY0,137,4.255474452554744
B0074TZPB4,7,4.857142857142857
B0074U14TK,5,4.2
B0074U28WM,6,4
B0074U33TY,11,4
B0074U4I0M,8,3.5
B0074U9EAQ,9,4.222222222222222
B0074V6V92,5,4.8
B0074V7254,11,4
B0074W7U1E,7,4.714285714285714
B0074X9YOE,11,4.636363636363637
B0074ZVIX2,11,4.181818181818182
B00755XEL0,5,4.2
B00755XPUA,7,3.5714285714285716
B00756GRUE,10,4.7
B00756OVA2,16,4.125
B00757FRPY,6,4
B00757WI9M,28,4.285714285714286
B0075ARDDA,9,3.7777777777777777
B0075GUG74,7,3.5714285714285716
B0075JCJVW,6,4.666666666666667
B0075LNS5Q,15,4.133333333333334
B0075LSPVI,5,4.6
B0075LUXBS,7,4.571428571428571
B0075QRZ0K,9,4.555555555555555
B0075QSXL0,23,4.478260869565218
B0075RI0C6,6,3.3333333333333335
B0075UNVWC,10,4.4
B00760Y7V0,6,3.6666666666666665
B00761791O,10,4
B00762I98A,6,3.1666666666666665
B00764QYUI,10,4.2
B00767J17I,8,3.875
B00767YLBY,7,3.2857142857142856
B00768HF4I,15,4.4
B00768LFYY,12,4.416666666666667
B00768N1BO,6,4.5
B0076D05UO,9,4.666666666666667
B0076D0M5W,9,4.888888888888889
B0076D2GI8,6,4.5
B0076D2GSI,11,4.2727272727272725
B0076D2HJQ,6,4
B0076D2I2W,7,4.285714285714286
B0076ECDSA,5,4.4
B0076FI5TU,7,4.285714285714286
B0076GTJKI,6,5
B0076II01K,7,4.571428571428571
B0076J99N2,7,4.428571428571429
B0076ME6GE,6,4.333333333333333
B0076MER36,19,4.2105263157894735
B0076MRTR2,6,3.3333333333333335
B0076NXRLI,16,4.4375
B0076O4068,6,4.166666666666667
B0076OV6LA,9,3.4444444444444446
B0076OWNZS,11,4.818181818181818
B0076QL3H0,5,4.2
B0076R4V5A,6,4.333333333333333
B0076R4Z60,6,4.166666666666667
B0076R5L04,11,3.8181818181818183
B0076R5TQU,6,4.833333333333333
B0076R61NA,12,3.6666666666666665
B0076R6KY0,109,4.504587155963303
B0076R6L8U,16,4.4375
B0076R6Z5E,5,3.6
B0076R768E,20,3.1
B0076R792C,7,4.142857142857143
B0076RDCI2,6,3.6666666666666665
B0076RQLBC,6,4.5
B0076RQLLW,5,4.6
B0076S9MY4,49,4.428571428571429
B0076SL1OS,32,4.3125
B0076SUS6U,7,4.857142857142857
B0076T46L2,8,4.75
B0076T4B8U,46,4.1521739130434785
B0076TOD06,8,4.125
B0076TPLF2,7,3.7142857142857144
B0076U82HU,8,4.25
B0076U82JS,6,4.333333333333333
B0076U83WO,7,4.142857142857143
B0076U83YM,7,4
B0076U88JM,7,4.142857142857143
B0076U8ALI,13,4.076923076923077
B0076UAIMW,5,4.2
B0076ZZ7E6,5,4.2
B0077197VI,15,4.666666666666667
B0077197VS,14,4.857142857142857
B00771A0NW,5,4.6
B00772O6GI,9,4.333333333333333
B00772PMAC,9,4.666666666666667
B00773AEY0,6,4.5
B00773AMUQ,6,4.833333333333333
B00773BRGO,16,4.3125
B00773DNM0,9,3.5555555555555554
B00773NUYQ,20,4.4
B0077497O2,5,4.4
B00774KF9S,15,4.733333333333333
B00775MG7G,15,4.6
B00777QWDI,9,4.888888888888889
B007782FD8,9,3.7777777777777777
B007782V1O,6,4.5
B00778DREY,5,4
B0077BYMPE,6,4.833333333333333
B0077CLC42,5,4.4
B0077CNTDE,9,5
B0077CRVA6,8,4.625
B0077D3ZCI,12,3.0833333333333335
B0077DYTTQ,5,4
B0077DYTVY,21,4.761904761904762
B0077E25OG,6,4.666666666666667
B0077G0VZE,29,3.896551724137931
B0077GSZLG,8,4.375
B0077GT0OW,6,4.333333333333333
B0077HXE2U,7,3.7142857142857144
B0077HXN3U,6,4.333333333333333
B0077HXPV0,12,4.166666666666667
B0077HXRP4,10,4.2
B0077HYTBU,12,4.083333333333333
B0077I2OBQ,14,4.428571428571429
B0077I3LDG,39,4.487179487179487
B0077IJS4M,12,4.75
B0077NHMOU,16,4.3125
B0077QJ2Y0,6,3.3333333333333335
B0077QNAUW,15,4.266666666666667
B0077RT46K,5,4.6
B0077T836K,5,3.2
B0077UE9QW,11,3.8181818181818183
B0077UEDQS,38,3.973684210526316
B0077W8WFE,7,4.142857142857143
B0077W98GG,5,4.2
B0077W99S8,6,4.333333333333333
B00780YDY4,5,4.4
B00784HXW4,13,4.153846153846154
B007850FV4,6,4.5
B00785ZMJE,19,4.2631578947368425
B0078FPDUM,6,4
B0078FXHNM,142,4.26056338028169
B0078IRREE,5,4.2
B0078IRS5C,6,3.5
B0078IRSIE,10,4.4
B0078IRYMO,5,5
B0078JER5U,5,3.8
B0078JF006,5,3.6
B0078KWAW6,7,4.571428571428571
B0078L6IZ0,5,5
B0078Q345M,6,4
B0078UMIBE,6,4.166666666666667
B0078XBW4K,6,4.333333333333333
B0078XCEDI,7,4.142857142857143
B0078XPZ5M,6,4
B0078YD12A,14,4.5
B0078YXHVA,5,4.6
B0078YXUO4,6,4.333333333333333
B0078Z0SXE,42,4.095238095238095
B007900I9C,5,5
B007900KHM,6,5
B007900UZY,6,4.666666666666667
B00791QYF8,5,4.8
B00791QYFI,14,4.428571428571429
B00791QYJE,9,4.333333333333333
B00791QYMQ,38,4.421052631578948
B00791R1A0,6,4.166666666666667
B00791R1BO,5,4.8
B00791R1MI,39,4.564102564102564
B00791YUPO,14,3.7142857142857144
B00791YURC,5,4.8
B00792H03M,11,4.454545454545454
B0079393DG,9,3.111111111111111
B00793OB88,6,4.5
B0079471HK,11,4.181818181818182
B00794W7JC,20,3.6
B00794XI2C,5,3.4
B00796F6BG,5,5
B00797DK9U,8,3.75
B0079F7764,5,4.2
B0079FHG2Y,22,3.6818181818181817
B0079GH89O,9,4.555555555555555
B0079J2HTM,9,3.7777777777777777
B0079LZZRG,6,4.166666666666667
B0079MHE88,5,4.6
B0079MHIVG,6,3.3333333333333335
B0079MHN6Q,8,4.5
B0079MHRCQ,9,4.222222222222222
B0079MHWJE,11,4
B0079MIKM2,5,5
B0079MILR6,16,4
B0079MIQVW,8,4.625
B0079NXLM0,5,3.8
B0079OTWS6,6,5
B0079UK338,5,4.6
B0079V7VE6,5,4.6
B0079V85GY,13,3.769230769230769
B0079VKXDW,9,3.4444444444444446
B0079VKXF0,26,3.8461538461538463
B007A0TK0O,14,4.142857142857143
B007A2ITTU,5,4.6
B007A2OGV0,5,4
B007A2X8N2,12,3.8333333333333335
B007A2XWEC,9,3.7777777777777777
B007A3DDTA,5,4.2
B007A3J3QC,5,4
